"asuntoId";"sesion";"asunto";"ano";"fecha";"hora";"base";"mayoria";"resultado";"presidente";"presentes";"ausentes";"abstenciones";"afirmativos";"negativos";"votopresidente";"titulo";"auditoria";"permalink";"mes"
2685;"Período 139º - 10ª Reunión - 9ª Sesión Especial";"Fortalecimiento y Alivio Fiscal para Pequeños Contribuyentes (O.D. Nº 217/21.)";2021;15/7/2021;23:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";60;12;0;40;20;"0";"Orden del Día N° 217/21. Dictamen en el proyecto de ley venido en revisión, por el que se crea el Programa de Fortalecimiento y Alivio Fiscal para Pequeños Contribuyentes";"ninguna";"17.9.9";
2686;"Período 139º - 10ª Reunión - 9ª Sesión Especial";"Marco Regulatorio de Biocombustibles (O.D. Nº 219/21.)";2021;16/7/2021;00:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";62;10;0;43;19;"0";"Orden del Día N° 219/21. Dictamen en el proyecto de ley venido en revisión por el que se establece el marco regulatorio de biocombustibles";"ninguna";"17.10.0";
2687;"Período 139º - 10ª Reunión - 9ª Sesión Especial";"Marco Regulatorio de Biocombustibles (O.D. Nº 219/21.). Votación en particular artículo 8";2021;16/7/2021;01:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";62;10;3;38;21;"0";"Orden del Día N° 219/21. Dictamen en el proyecto de ley venido en revisión por el que se establece el marco regulatorio de biocombustibles";"ninguna";"17.10.1";
2688;"Período 139º - 11ª Reunión - 10ª Sesión Especial";"Tratamiento en conjunto de dictámenes de la Comisión de Acuerdos";2021;19/8/2021;15:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"CLOSS, Maurice Fabian";60;12;1;59;0;"0";"Acuerdo para designar vocal de la Cámara Nacional de Apelaciones en lo Penal Económico de la Capital Federal, Sala A, al doctor Juan Carlos BONZÓN. (O.D. Nº 350/21.) Acuerdo para designar juez de Cámara del Tribunal Oral en lo Criminal y Correccional Nº 29 de la Capital Federal, al doctor Hugo Daniel NAVARRO. (O.D. Nº 351/21.) Acuerdo para designar juez de Cámara del Tribunal Oral en lo Criminal Federal de Resistencia, provincia del Chaco, al doctor Enrique Jorge BOSCH. (O.D. Nº 352/21.) Acuerdo para designar juez de Cámara del Tribunal Oral en lo Criminal Federal de Resistencia, provincia del Chaco, al doctor Patricio Nicolás SABADINI. (O.D. Nº 353/21.) Acuerdo para designar jueza de Cámara del Tribunal Oral en lo Criminal y Correccional Nº 17 de la Capital Federal, a la doctora Ana Silvia GUZZARDI. (O.D. Nº 354/21.) Acuerdo para designar juez de Cámara del Tribunal Oral en lo Criminal y Correccional Nº 24 de la Capital Federal, al doctor Maximiliano DIALEVA BALMACEDA. (O.D. Nº 355/21.) Acuerdo para designar juez de Cámara del Tribunal Oral en lo Criminal y Correccional Nº 21 de la Capital Federal, al doctor Walter José CANDELA. (O.D. Nº 356/21.) Acuerdo para designar defensora pública oficial ante los Tribunales Orales en lo Penal Económico de la Capital Federal, a la doctora María Laura LEMA. (O.D. Nº 357/21.) Acuerdo para designar juez de Cámara del Tribunal Oral en lo Criminal y Correccional Nº 7 de la Capital Federal, al doctor Gustavo Javier ALTERINI. (O.D. Nº 358/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones en lo Comercial de la Capital Federal, Sala B, conforme al artículo 99, inciso 4to de la Constitución Nacional, a la doctora María Guadalupe VÁSQUEZ. (O.D. Nº 359/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones en lo Civil y Comercial Federal de la Capital Federal, Sala I, a la doctora Florencia NALLAR. (O.D. Nº 360/21.) Acuerdo para designar jueza del Juzgado Nacional de Primera Instancia en lo Civil Nº 79 de la Capital Federal, a la doctora María Pilar REBAUDI BASAVILBASO. (O.D. Nº 361/21.) Acuerdo para designar defensor público de víctima con asiento en la provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur, al doctor Pablo Alfredo CANDELA. (O.D. Nº 362/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones en lo Civil y Comercial Federal de la Capital Federal, Sala I, al doctor Juan PEROZZIELLO VIZIER. (O.D. Nº 363/21.) Acuerdo para designar jueza del Juzgado Nacional de Primera Instancia en lo Civil Nº 105 de la Capital Federal, a la doctora María Claudia del Carmen PITA. (O.D. Nº 364/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones en lo Civil de la Capital Federal, Sala E, a la doctora Marisa Sandra SORINI. (O.D. Nº 365/21.) Acuerdo para designar defensora pública oficial ante los Juzgados Federales de Primera Instancia en lo Criminal y Correccional de Morón, Provincia de Buenos Aires, Defensoría Nº 2, a la doctora Romina Alicia MAGNANO. (O.D. Nº 366/21.) Acuerdo para designar juez de Cámara del Tribunal Oral en lo Criminal y Correccional Nº 21 de la Capital Federal, al doctor Matías Ariel BUENAVENTURA. (O.D. Nº 367/21.) Acuerdo para designar defensor público oficial ante el Juzgado Federal de Primera Instancia de Gualeguaychú, provincia de Entre Ríos, al doctor Iván Javier GUELER. (O.D. Nº 368/21.) Acuerdo para designar jueza de Cámara del Tribunal Oral en lo Criminal y Correccional Nº 15 de la Capital Federal, a la doctora María Virginia SANSONE. (O.D. Nº 369/21.) Acuerdo para designar defensora pública de víctima con asiento en la provincia de Catamarca, a la doctora Mariana Beatriz VERA. (O.D. Nº 370/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones en lo Civil de la Capital Federal, Sala A, al doctor Carlos Alberto CALVO COSTA. (O.D. Nº 371/21.) Acuerdo para designar juez del Juzgado Nacional de Primera Instancia en lo Comercial N° 16 De La Capital Federal, al doctor Diego Manuel PAZ SARAVIA. (O.D. Nº 372/21.) Acuerdo para designar juez de Cámara del Tribunal Oral de Menores Nº 2 de la Capital Federal, al doctor Diego Leonel FREEDMAN. (O.D. Nº 373/21.) Acuerdo para designar fiscal ante los Juzgados Federales de Primera Instancia de Tucumán, Provincia de Tucumán, Fiscalía Nº 3, al doctor José Agustín CHIT. (O.D. Nº 374/21.) Acuerdo para designar juez del Juzgado Nacional de Primera Instancia en lo Civil y Comercial Federal Nº 10 de la Capital Federal, al doctor Gonzalo AUGUSTE. (O.D. Nº 375/21.) Acuerdo para designar juez del Juzgado Nacional de Primera Instancia en lo Civil y Comercial Federal Nº 11 de la Capital Federal, al doctor Alejandro Jorge NOBILI. (O.D. Nº 376/21.) Acuerdo para designar Defensora Pública Oficial ante los Tribunales Federales de Primera y Segunda Instancia de Paraná, Provincia de Entre Ríos, a la doctora Noelia QUIROGA. (O.D. Nº 377/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones del Trabajo de la Capital Federal, Sala I, al doctor Enrique CATANI. (O.D. Nº 378/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones del Trabajo de la Capital Federal, Sala II, a la doctora Andrea Érica GARCIA VIOR. (O.D. Nº 379/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones del Trabajo de la Capital Federal, Sala V, al doctor Gabriel DE VEDIA. (O.D. Nº 380/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones del Trabajo de la Capital Federal, Sala VII, a la doctora Patricia Silvia RUSSO. (O.D. Nº 381/21.) Acuerdo para designar vocal de la Cámara Nacional de Apelaciones del Trabajo de la Capital Federal, Sala II, al doctor José Alejandro SUDERA. (O.D. Nº 382/21.) ";"Romero consigna su voto negativo en los Órdenes del Día 359, 380 y 382/21 y se abstiene de votar en los Órdenes del Día 350, 353, 354, 355, 357, 358, 360, 361, 362, 363, 364, 365, 367, 369, 371, 373, 378, 379 y 381/21. Basualdo, Blanco, Bullrich, Castillo, Cobos, De Angeli, Elías de Pérez, Fiad, Giacoppo, González, Gladys, Marino, Martínez Ernesto, Martínez, Julio, Olalla, Rodríguez Machado, Schiavoni, Tagliaferri, Tapia, Verasay, Vucasovich y Zimmermann consignan su voto negativo en los Órdenes del Día 350, 359 y 380/21.";"17.11.0";
2689;"Período 139º - 11ª Reunión - 10ª Sesión Especial";"Preocupación por los eventos ocurridos en Afganistán. Sobre tablas (S.-1.815/21.)";2021;19/8/2021;16:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"CLOSS, Maurice Fabian";56;16;0;56;0;"0";"Expediente S.-1.815/21: proyecto de declaración que expresa preocupación por los eventos ocurridos en Afganistán e insta a las autoridades afganas a restablecer la seguridad y el orden civil.";"ninguna";"17.11.1";
2690;"Período 139º - 11ª Reunión - 10ª Sesión Especial";"Convenio de Seguridad Social con la República de Corea (O.D. Nº 383/21.) Convenio de Seguridad Social con el Estado de Israel (O.D. Nº 384/21.)";2021;19/8/2021;17:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"CLOSS, Maurice Fabian";55;17;0;55;0;"0";"Orden del Día Nº 383/21. Dictamen en el mensaje y proyecto de ley del Poder Ejecutivo nacional, por el que se aprueba el Convenio de Seguridad Social con la República de Corea. Orden del Día Nº 384/21. Dictamen en el proyecto de ley venido en revisión, por el que se aprueba el Convenio con el Estado de Israel sobre Seguridad Social.";"ninguna";"17.11.2";
2691;"Período 139º - 11ª Reunión - 10ª Sesión Especial";"Institución del Día Nacional de la Mujer Indígena (O.D. Nº 156/21.) Declaración como Héroe Nacional, defensor del Federalismo y la República al General Francisco Ramírez (O.D. Nº 176/21.) Declaración como Patrimonio Inmaterial de la Nación al ritual y prácticas que se celebran anualmente en el paraje de la Difunta Correa en la provincia de San Juan (O.D. Nº 177/21.)";2021;19/8/2021;18:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"CLOSS, Maurice Fabian";53;19;1;52;0;"0";"Orden del Día N° 156/21. Dictamen en el proyecto de ley de la señora senadora Giacoppo y en el de la señora senadora Fernández Sagasti, por el que se instituye el Día Nacional de la Mujer Indígena. Orden del Día N° 176/21. Dictamen en el proyecto de ley de la señora senadora Olalla y otras/os, declarando héroe nacional, defensor del federalismo y la República al general Francisco Ramírez. Orden del Día N° 177/21. Dictamen en el proyecto de ley de la señora senadora López Valverde, por el que se declara Patrimonio Inmaterial de la Nación al ritual y prácticas que se celebran anualmente en el paraje de la Difunta Correa en la provincia de San Juan.";"Elías de Pérez, Blanco, Romero y De Angeli se abstienen de votar en el Orden del Día 177/21. Tapia consigna su voto negativo en el Orden del Día 177/21.";"17.11.3";
2692;"Período 139º - 11ª Reunión - 10ª Sesión Especial";"Aprobación del Convenio entre el Ministerio del Interior, Obras Públicas y Vivienda, la provincia de Santa Fe, la provincia del Chaco y la provincia de Santiago del Estero para la creación del Comité Interjurisdiccional de la Región Hídrica de los Bajos Submeridionales (O.D. Nº 346/21.)";2021;19/8/2021;19:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";51;21;0;51;0;"0";"Orden del Día Nº 346/21. Dictamen en el mensaje y proyecto de ley del Poder Ejecutivo Nacional, por el que se aprueba el Convenio entre el Ministerio del Interior, Obras Públicas y Vivienda, la provincia de Santa Fe, la provincia del Chaco y la provincia de Santiago del Estero para la creación del Comité Interjurisdiccional de la Región Hídrica de los Bajos Submeridionales";"ninguna";"17.11.4";
2693;"Período 139º - 11ª Reunión - 10ª Sesión Especial";"Establecimiento de presupuestos mínimos de protección ambiental para la gestión integral de los neumáticos fuera de uso (NFU) (O.D. Nº 349/21.)";2021;19/8/2021;20:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"TAGLIAFERRI, Guadalupe";53;19;0;53;0;"0";"Orden del Día Nº 349/21. Dictamen en los proyectos de ley del señor senador Luenzo y en el de la señora senadora García Larraburu, otros y otras, por los que se establecen los presupuestos mínimos de protección ambiental para la gestión integral de los Neumáticos Fuera de Uso (NFU)";"ninguna";"17.11.5";
2694;"Período 139º - 11ª Reunión - 10ª Sesión Especial";"Limitación de las tasas de interés por mora aplicadas por las empresas prestadoras de servicios públicos (O.D. Nº 347/21.) Limitación de las tasas de interés por mora aplicadas a las tarjetas de crédito en relación a consumidores y usuarios particulares (O.D. Nº 348/21.)";2021;19/8/2021;21:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";38;34;0;38;0;"0";"Orden del Día Nº 347/21. Dictamen en el proyecto de ley del señor senador Parrilli y otros/otras señores senadores/señoras senadoras, por el que se modifica la ley de limitación de las tasas de interés por mora aplicadas por las empresas prestadoras de servicios públicos. Orden del Día Nº 348/21. Dictamen en el proyecto de ley del señor senador Parrilli y otros/otras señores senadores/señoras senadoras, por el que se modifica la ley de limitación de las tasas de interés por mora aplicadas a las tarjetas de crédito emitidas por entidades bancarias, por empresas de tarjetas de crédito o por los proveedores no financieros de créditos; a las facturas de servicios por medicina prepaga y a las empresas de seguro de cualquier rubro, en relación a consumidores y usuarios particulares";"ninguna";"17.11.6";
2695;"Período 139º - 12ª Reunión - 11ª Sesión Especial";"Prórroga de Sesiones en carácter virtual o remoto. Realización de Sesiones en carácter presencial en la Sala de Sesiones";2021;6/10/2021;15:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"FERNANDEZ DE KIRCHNER, Cristina";61;11;0;41;20;;"Prórroga en la realización de sesiones del Honorable Senado en carácter remoto o virtual mediante videoconferencia, de modo excepcional, por sesenta días. (DP.-9/21.) Realización de sesiones en carácter presencial en la sala de sesiones del Honorable Senado, teniendo estricta observancia de las condiciones de la emergencia sanitaria vigentes hasta su cese. (DP.-10/21.)";"ninguna";"17.12.0";
2696;"Período 139º - 12ª Reunión - 11ª Sesión Especial";"Respaldo a lo legislado acerca del Límite Exterior de la Plataforma Continental e Insular Argentina y rechazo de la pretensión del Gobierno de Chile de extender la suya.";2021;6/10/2021;16:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";58;14;0;58;0;"0";"Respaldo a lo legislado acerca del límite exterior de la Plataforma Continental e Insular Argentina, y rechazo a la pretensión del Gobierno de la República de Chile de extender la suya. (O.D. Nº 401/21.)";"ninguna";"17.12.1";
2697;"Período 139º - 12ª Reunión - 11ª Sesión Especial";"Rechazo de la cuenta de inversión del año 2016";2021;6/10/2021;17:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";59;13;0;40;19;"0";"Cuenta de Inversión correspondiente al Ejercicio 2016. (O.D. Nº 402/21.)";"ninguna";"17.12.2";
2698;"Período 139º - 12ª Reunión - 11ª Sesión Especial";"Modificación de la ley de expropiación del inmueble conocido como Casa Mazzolari-Cerrutti o Casa Grande, en la provincia de Mendoza.";2021;6/10/2021;18:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";55;17;0;55;0;"0";"Modificación de la ley de expropiación del inmueble conocido como “Casa Mazzolari-Cerutti” o “Casa Grande”, sobre enmendar nomenclatura catastral. (O.D. Nº 400/21.)";"ninguna";"17.12.3";
2699;"Período 139º - 12ª Reunión - 11ª Sesión Especial";"Consideración en conjunto de los órdenes del día N° 413/21, 414/21, 415/21, 416/21 y 417/21";2021;6/10/2021;19:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";55;17;0;55;0;"0";"Declaración de patrimonio cultural inmaterial al ritual ritual incaico ancestral Chaku, a la Fiesta Nacional del Sol y a la celebración del Toreo de la Vincha en Honor a la Virgen de la Asunción. Declaración de Manuel Eduardo Arias como héroe nacional. Declaración de Monumento Histórico Nacional al Museo Provincial de Bellas Artes de Mendoza “Emiliano Guiñazú - Casa de Fader”.";"ninguna";"17.12.4";
2700;"Período 139º - 12ª Reunión - 11ª Sesión Especial";"Institución del 22 de noviembre como ""Día Nacional del Kimchi en Argentina""";2021;6/10/2021;20:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";47;25;0;47;0;"0";"Institución del Día Nacional del Kimchi en Argentina. (O.D. Nº 405/21.)";"ninguna";"17.12.5";
2701;"Período 139º - 12ª Reunión - 11ª Sesión Especial";"Consideración en conjunto de los órdenes del día N° 404/21, 406/21, 407/21, 408/21, 409/21 y 410/21";2021;6/10/2021;21:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";50;22;0;50;0;"0";"Sensibilización sobre no discriminación en la vejez en las escuelas. Incorporación de la alfabetización financiera a la Ley de Educación Nacional. Institución de la semana nacional de lucha contra la discriminación por obesidad. Institución del 27 de agosto como día de la comunidad empresarial. Declaración de la Escuela Normal José María Torres, provincia de Entre Ríos, como Cuna de Magisterio Argentino, y de Paisaje Cultural Nacional al Parque Escultórico Vía Christi, provincia de Neuquén.";"ninguna";"17.12.6";
2702;"Período 139º - 13ª Reunión - 1ª Sesión Ordinaria";"Ascensos de miembros de las Fuerzas Armadas";2021;28/10/2021;16:28:07;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";53;19;0;53;0;"0";"Consideración en conjunto de dictámenes de la Comisión de Acuerdos. Orden del Día N° 462/21. Dictamen en el mensaje del Poder Ejecutivo solicitando acuerdo para promover al grado inmediato superior a la Capitana de Fragata Mónica Graciela GARCÍA, con fecha 31 de diciembre de 2018. Orden del Día N° 461/21. Dictamen en el mensaje del Poder Ejecutivo solicitando acuerdo para promover al grado inmediato superior al Vicealmirante Julio Horacio GUARDIA, con fecha 22 de febrero de 2020. Orden del Día N° 460/21. Dictamen en el mensaje del Poder Ejecutivo solicitando acuerdo para promover al grado inmediato superior al personal militar superior de la Armada Argentina, con fecha 31 de diciembre de 2020. Orden del Día N° 459/21. Dictamen en el mensaje del Poder Ejecutivo solicitando acuerdo para promover al grado inmediato superior al personal militar superior de la Fuerza Aérea Argentina, con fecha 31 de diciembre de 2020. Orden del Día N° 458/21. Dictamen en el mensaje del Poder Ejecutivo solicitando acuerdo para promover al grado inmediato superior al personal militar superior del Ejército Argentino, con fecha 31 de diciembre de 2020. Orden del Día N° 457/21. Dictamen en el mensaje del Poder Ejecutivo solicitando acuerdo para promover al grado inmediato superior al General de División Agustín Humberto CEJAS, con fecha 22 de febrero de 2020. Orden del Día N° 456/21. Dictamen en el mensaje del Poder Ejecutivo solicitando acuerdo para promover al grado inmediato superior al Brigadier Mayor Xavier Julián ISAAC, con fecha 22 de febrero de 2020. Orden del Día N° 455/21. Dictamen en el mensaje del Poder Ejecutivo solicitando acuerdo para promover al grado inmediato superior al General de División Juan Martín PALEO, con fecha 22 de febrero de 2020.";"MARTINEZ, Ernesto: NEGATIVO el Orden del Día 457/21.";"17.13.0";
2703;"Período 139º - 13ª Reunión - 1ª Sesión Ordinaria";"Prórroga de la ley de emergencia territorial indígena.";2021;28/10/2021;19:09:35;"Votos emitidos";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";52;20;7;43;2;"0";"Orden del Día N° 430/21. Dictamen en el proyecto de ley de la señora senadora Giménez, por el que se prorroga la Ley de Emergencia Territorial Indígena hasta el 23 de noviembre de 2025";"ninguna";"17.13.1";
2704;"Período 139º - 13ª Reunión - 1ª Sesión Ordinaria";"Creación del Parque y Reserva Nacional Islote Lobos, en la provincia de Río Negro";2021;28/10/2021;19:34:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";48;24;0;48;0;"0";"Orden del Día N° 418/21. Dictamen en el proyecto de ley de la señora senadora García Larraburu y otros, y en el de las señoras senadoras González y Crexell, por los que se acepta la cesión del complejo Islote Lobos, en el Golfo San Matías, Río Negro, y se crea el Parque y Reserva Nacional Homónimo";"ninguna";"17.13.2";
2705;"Período 139º - 13ª Reunión - 1ª Sesión Ordinaria";"Modificación del mínimo no imponible a la ley que grava los bienes personales";2021;28/10/2021;20:03:47;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";50;22;0;50;0;"0";"Orden del Día N° 454/21. Dictamen en el proyecto de ley del señor senador Caserio, por el que se modifica el impuesto sobre bienes personales, sobre el incremento del mínimo no imponible";"ninguna";"17.13.3";
2706;"Período 139º - 13ª Reunión - 1ª Sesión Ordinaria";"Transferencia gratuita de inmuebles del Estado Nacional a las provincias de Santa Cruz, Neuquén y Catamarca. Declaración de Monumento Histórico Nacional al edificio de la Secretaría de Cultura de la provincia de Mendoza";2021;28/10/2021;20:05:34;"Votos emitidos";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";45;27;1;44;0;"0";"Transferencia de inmuebles a la Municipalidad de Río Turbio, provincia de Santa Cruz (O.D. Nº 206/21.) Transferencia de un inmueble a la Municipalidad de Piedra del Águila, provincia del Neuquén (O.D. Nº 204/21.) Transferencia de inmuebles a la provincia de Catamarca (O.D. Nº 202/21.) Declaración de Monumento Histórico Nacional al edificio de la Secretaría de Cultura de la ciudad de Mendoza (O.D. Nº 118/21.)";"ninguna";"17.13.4";
2707;"Período 139º - 13ª Reunión - 1ª Sesión Ordinaria";"Estrategias para fortalecer las trayectorias educativas afectadas por la pandemia de Covid-19";2021;28/10/2021;20:24:48;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";45;27;0;45;0;"0";"Orden del Día N° 114/21. Dictamen en el proyecto de ley venido en revisión sobre Estrategia Integral para Fortalecer las Trayectorias Educativas afectadas por la pandemia";"ninguna";"17.13.5";
2708;"Período 139º - 13ª Reunión - 1ª Sesión Ordinaria";"Alivio fiscal para fortalecer la salida económica y social a la pandemia generada por el Covid-19";2021;28/10/2021;20:56:37;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";49;23;0;49;0;"0";"Expediente CD.-22/21. Proyecto de ley en revisión sobre el alivio fiscal para fortalecer la salida económica y social de la pandemia generada por el COVID-19";"ninguna";"17.13.6";
2709;"Período 139º - 13ª Reunión - 1ª Sesión Ordinaria";"Ley Nacional de Juventudes";2021;28/10/2021;21:16:41;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";44;28;0;44;0;"0";"Orden del Día N° 464/21. Dictamen en el proyecto de ley de la señora senadora Catalfamo y otros por el que se instituye la Ley Nacional de Juventudes";"ninguna";"17.13.7";
2710;"Período 139º - 15ª Reunión - 2ª Sesión Ordinaria";"Dictámenes de la Comisión Bicamercal de Trámite Legislativo. Órdenes del Día 592/21, 602/21, 606/21, 607/21, 608/21, 609/21, 610/21, 614/21, 620/21, 625/21, 632/21, 636/21, 641/21, 645/21, 648/21, 650/21, 651/21, 658/21, 659/21, 667/21 y 670/21.";2021;9/12/2021;18:17:02;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LEDESMA ABDALA DE ZAMORA, Claudia";64;8;0;41;23;"0";"Dictamen en los Decretos de Necesidad y Urgencia 605, 641, 677, 714, 754, 792, 814, 875, 956, 1033/20; 67 y 125/21, mediante el cual se dispone la prórroga de las medidas sanitarias denominadas «Aislamiento Social Preventivo y Obligatorio» y «Distanciamiento Social Preventivo y Obligatorio». (O.D. Nº 608/21.) Dictamen en el Decreto de Necesidad y Urgencia 700/20 mediante el cual se establece que el departamento de Gualeguaychú de la Provincia de Entre Ríos se encontrará alcanzado por las disposiciones del aislamiento social, preventivo y obligatorio previstas (ASPO), hasta el día 30 de agosto de 2020. (O.D. Nº 614/21.) Dictamen en los Decretos de Necesidad y Urgencia 455 y 494/2021, por el cual se prorroga el DNU 287/21 y se disponen medidas sanitarias para todo el Territorio Nacional hasta el 1° de octubre de 2021. (O.D. Nº 632/21.) Consideración del decreto 945/20 del Poder Ejecutivo, sustitución el inciso d) del artículo 7° del decreto N° 260/20. (O.D. Nº 645/21.) Consideración del decreto 678/21 del Poder Ejecutivo, medidas sanitarias para todo el territorio nacional hasta el 31 de diciembre de 2021. (O.D. Nº 648/21.) Consideración del decreto 985/20 del Poder Ejecutivo, por el que las ciudades de Rawson y de Trelew, se encontrarán alcanzadas por las disposiciones del "Aislamiento Social, Preventivo y Obligatorio" (ASPO) hasta el día 20/12/20 (O.D. Nº 651/21.) Dictamen en los Decretos de Necesidad y Urgencia 34/19; 156, 528, 624, 761, 891,961/20; 39, 266, 345 y 413/21, que declaran la emergencia pública en materia ocupacional y la prohibición de despidos sin justa causa. (O.D. Nº 592/21.) Dictamen en el Decreto de Necesidad y Urgencia 529/20, por el cual se establece que los límites temporales de los artículos 220, 221 y 222 de la Ley de Contrato de Trabajo Nº 20.744 no regirán para las suspensiones por falta o disminución de trabajo dispuestas en los términos del artículo 223 bis como consecuencia de la emergencia sanitaria. (O.D. Nº 602/21.) Dictamen en los Decretos de Necesidad y Urgencia 545, 695, 953, 1052/20; 34 y 242/21, por el cual se prorroga el tratamiento diferencial otorgado a los empleadores correspondientes a las actividades relacionadas con la salud, en lo que respecta a las contribuciones patronales con destino al Sistema Integrado Previsional Argentino –SIPA– , y otras cuestiones conexas. (O.D. Nº 606/21.) Dictamen en el Decreto de Necesidad y Urgencia 547/20, mediante el cual se establece la forma de pago de la primera mitad del sueldo anual complementario para el personal comprendido en el Sector Público Nacional. (O.D. Nº 607/21.) Dictamen en el Decreto de Necesidad y Urgencia 615/20 por el cual se crea el Programa de Asistencia de Emergencia Económica, Productiva, Financiera y Social a la Cadena de Producción de Peras y Manzanas de las Provincias del Neuquén, Rio Negro, Mendoza, San Juan y La Pampa. (O.D. Nº 609/21.) Dictamen en el Decreto de Necesidad y Urgencia 621/20 mediante el cual se modifica el Decreto 332/20 «Programa de Asistencia de Emergencia del Trabajo y la Producción para empleadores y empleadoras, y trabajadores y trabajadoras afectados por la emergencia sanitaria». (O.D. Nº 610/21.) Dictamen en el Decreto de Necesidad y Urgencia 786/2020 por el cual se crea el "Programa de Compensación y Estimulo" para mejorar la rentabilidad y competitividad de los pequeños productores de soja y cooperativas, con vigencia hasta el 31 de diciembre de 2020. (O.D. Nº 620/21.) Dictamen en el Decreto de Necesidad y Urgencia 323/2021 mediante el cual se establece una reducción del 100% de las contribuciones patronales para los empleadores y las empleadoras que accedan al beneficio otorgado por el programa REPRO II. (O.D. Nº 625/21.) Consideración del decreto 493/2021 del Poder Ejecutivo, reducción de las contribuciones patronales para empleadoras/es del sector privado que contraten nuevas trabajadoras/es participantes de programas educativos. (O.D. Nº 636/21.) Consideración del decreto 892/20 del Poder Ejecutivo, declaración de interés público y como objetivo prioritario la promoción de la producción de gas natural argentino y se aprueba el plan de promoción de la producción de gas natural argentino - esquema de oferta y demanda 2020- 2024. (O.D. Nº 641/21.) Consideración del decreto 725/21 del Poder Ejecutivo, creación del fondo para la ampliación de la matriz productiva fueguina - FAMP fueguina. (O.D. Nº 650/21.) Consideración del decreto 1.042/20 del Poder Ejecutivo, referido a las contribuciones patronales que deben efectuar los establecimientos de educación privada. (O.D. Nº 658/21.) Consideración del decreto 1.055/20 del Poder Ejecutivo, prórroga y modificación del programa de asistencia de emergencia económica, productiva, financiera y social a la cadena de producción de peras y manzanas de las provincias del Neuquén, Rio Negro, Mendoza, San Juan y La Pampa. (O.D. Nº 659/21.) Consideración del decreto 191/21 del Poder Ejecutivo, creación del régimen de promoción de generación de empleo en el Norte Grande. (O.D. Nº 667/21.) Consideración del decreto 823/2020 del Poder Ejecutivo, por el cual se extiende la vigencia del programa de asistencia de emergencia al trabajo y la producción (ATP) hasta el 31 de diciembre de 2020. (O.D. Nº 670/21.) ";"ninguna";"17.14.0";
