"diputadoId";"nombre";"distrito";"sexo";"imagen"
95;"ARGUL, Marta del Carmen";"Jujuy";"f";
96;"ARGUMEDO, Alcira Susana";"Cdad.Aut.Bs.As.";"f";"A4808.jpg"
97;"ARIAS, Cesar";"Buenos Aires";"m";
98;"ARMENDARIZ, Alejandro";"Buenos Aires";"m";
99;"ARNALDI, Monica Susana";"Buenos Aires";"f";
100;"ARNOLD, Eduardo Ariel";"Santa Cruz";"m";"A4318.jpg"
101;"ARRECHEA, José Salvador";"Chubut";"m";
102;"ARREGUI, Andrés Roberto";"Buenos Aires";"m";"A50676.jpg"
103;"ARRIAGA, Julio Esteban";"Rio Negro";"m";"A4518.jpg"
104;"ARRIETA, Gustavo Héctor";"Buenos Aires";"m";"A50986.jpg"
105;"ARTOLA, Isabel Amanda";"Buenos Aires";"f";"A4319.jpg"
106;"ASEF, Daniel Edgardo";"Córdoba";"m";"A4834.jpg"
107;"ASPIAZU, Lucio Bernardo";"Corrientes";"m";"A4745.jpg"
108;"ASSEFF, Alberto Emilio";"Buenos Aires";"m";"A50693.jpg"
109;"ATANASOF, Alfredo Néstor";"Buenos Aires";"m";"A1795.jpg"
110;"AUBIA, Jorge Eduardo";"Chubut";"m";
111;"AUGSBURGER, Silvia";"Santa Fe";"f";"A4531.jpg"
112;"AUSTIN, Brenda Lis";"Córdoba";"f";"A51025.jpg"
113;"AVALOS ROBLES, Edmundo Eduardo";"Tucumán";"m";
114;"AVELIN de GINESTAR, Nancy B.";"San Juan";"f";
115;"AVILA, Eduardo Carlos";"Santiago del Estero";"m";
116;"AVOSCAN, Herman Horacio";"Rio Negro";"m";"A50743.jpg"
117;"AYALA, Juan Carlos";"Chaco";"m";
118;"AYALA, Susana Beatriz";"Chaco";"f";
119;"AYETZ, Liliana";"Buenos Aires";"f";
120;"AZCOITI, Pedro José";"Buenos Aires";"m";"A4461.jpg"
121;"BAGLINI, Raúl Eduardo";"Mendoza";"m";
122;"BAIGORRI, Guillermo Francisco";"San Juan";"m";"A4320.jpg"
123;"BAIGORRIA, Miguel Angel";"Tierra del Fuego";"m";"A4075.jpg"
124;"BALADRON, Manuel Justo";"La Pampa";"m";"A3059.jpg"
125;"BALBO, Elva Susana";"Mendoza";"f";"A50951.jpg"
126;"BALCEDO, María Ester";"Buenos Aires";"f";"A50684.jpg"
127;"BALDASSI, Héctor Walter";"Córdoba";"m";"A50820.jpg"
128;"BALDATA, Griselda Angela";"Córdoba";"f";"A4630.jpg"
129;"BALESTRA, René Helvecio";"Santa Fe";"m";
130;"BALESTRINI, Alberto";"Buenos Aires";"m";"A4437.jpg"
131;"BALESTRINI, Miguel Alberto";"Córdoba";"m";
132;"BALIAN, Alejandro";"Córdoba";"m";
133;"BALTER, Carlos Mario";"Mendoza";"m";
134;"BALTUZZI, Angel Enzo";"Santa Fe";"m";"A4076.jpg"
135;"BANFI, Karina Verónica";"Buenos Aires";"f";"A50906.jpg"
136;"BANZAS de MOREAU, María del Cármen";"Buenos Aires";"f";
137;"BARAGIOLA, Vilma Rosana";"Buenos Aires";"f";"A4545.jpg"
138;"BARBAGELATA, María Elena";"Cdad.Aut.Bs.As.";"f";"A2599.jpg"
139;"BARBERA, Eliseo";"Salta";"m";
140;"BARBERIS, Edgardo Angel";"Santa Fe";"m";
141;"BARBIERI, Mario Leandro";"Buenos Aires";"m";"A4813.jpg"
142;"BARBOTTI, Atilio";"Chaco";"m";
143;"BARCHETTA, Omar Segundo";"Santa Fe";"m";"A50759.jpg"
144;"BARDEGGIA, Luis María";"Rio Negro";"m";"A50851.jpg"
145;"BARLETTA, Mario Domingo";"Santa Fe";"m";"A50864.jpg"
146;"BARRANDEGUY, Raúl Enrique";"Entre Ríos";"m";"A4748.jpg"
147;"BARRETO, Jorge Rubén";"Entre Ríos";"m";"A50832.jpg"
148;"BARRIONUEVO, Eduardo Ernesto";"Salta";"m";
149;"BARRIONUEVO, José Luis";"Catamarca";"m";"A4476.jpg"
150;"BARRIOS ARRECHEA, Ricardo A.";"Misiones";"m";
151;"BARRIOS, Luis Américo";"La Rioja";"m";
152;"BARRIOS, Miguel Angel";"Santa Fe";"m";"A4622.jpg"
153;"BARTOLUCCI, Gilda Liliana";"San Luis";"f";"A4727.jpg"
154;"BASILE, Daniel Armando";"Buenos Aires";"m";"A4157.jpg"
155;"BASSANI, Angel Marcelo";"Buenos Aires";"m";
156;"BASTEIRO, Sergio Ariel";"Buenos Aires";"m";"A4078.jpg"
157;"BASTERRA, Luis Eugenio";"Formosa";"m";"A50726.jpg"
158;"BASUALDO, Roberto";"San Juan";"m";"A4079.jpg"
159;"BAUM, Daniel";"Neuquén";"m";
160;"BAYLAC, Juan Pablo";"Buenos Aires";"m";
161;"BAYONZO, Liliana Amelia";"Chaco";"f";"A4058.jpg"
162;"BAZZE, Miguel Ángel";"Buenos Aires";"m";"A50687.jpg"
163;"BECCANI, Alberto Juan";"Santa Fe";"m";"A4321.jpg"
164;"BECERRA, Carlos Armando";"Córdoba";"m";
165;"BECERRA, Nicolas Eduardo";"Mendoza";"m";
166;"BECERRA, Omar Enrique";"Tierra del Fuego";"m";
167;"BEDANO, Nora Esther";"Córdoba";"f";"A4649.jpg"
168;"BEJARANO, Mario Fernando";"Formosa";"m";"A4322.jpg"
169;"BELLOCQ, Gerardo Alberto";"Córdoba";"m";
170;"BELOUS, Nélida";"Tierra del Fuego";"f";"A4658.jpg"
171;"BELTRAN, Carlos Roberto";"Chaco";"m";
172;"BENAS, Verónica Claudia";"Santa Fe";"f";"A4610.jpg"
173;"BENEDETTI, Atilio Francisco Salvador";"Entre Ríos";"m";"A4774.jpg"
174;"BENEDETTI, Jorge Enrique";"Cdad.Aut.Bs.As.";"m";
175;"BENZI, María Cristina";"Santa Fe";"f";
176;"BERCOFF, María Graciela";"Córdoba";"f";
177;"BERGMAN, Sergio Alejandro";"Cdad.Aut.Bs.As.";"m";"A50808.jpg"
178;"BERHONGARAY, Antonio Tomás";"La Pampa";"m";
179;"BERICUA, Jorge";"Tierra del Fuego";"m";
180;"BERMEJO, Sixto Osvaldo";"Chubut";"m";"A51006.jpg"
181;"BERMUDEZ, María del Pilar";"Jujuy";"f";
182;"BERNABEY, Ramón Ernesto";"Córdoba";"m";"A50883.jpg"
183;"BERNAL, María Eugenia";"Jujuy";"f";"A4821.jpg"
184;"BERNAZZA, Claudia Alicia";"Buenos Aires";"f";"A4689.jpg"
185;"BERRAUTE, Ana";"Santa Fe";"f";"A4534.jpg"
186;"BERTOL, Paula María";"Cdad.Aut.Bs.As.";"f";"A4469.jpg"
187;"BERTOLYOTTI, Delma Noemí";"Entre Ríos";"f";"A4402.jpg"
188;"BERTONE, Rosana Andrea";"Tierra del Fuego";"f";"A51176.jpg"
189;"BESADA, Alicia Irma";"Cdad.Aut.Bs.As.";"f";"A51009.jpg"
190;"BETTANIN, Juan Carlos";"Santa Fe";"m";"A50781.jpg"
191;"BEVACQUA, Adriana Norma";"Entre Ríos";"f";
192;"BEVERAGGI, Margarita Beatriz";"Chaco";"f";"A4584.jpg"
193;"BEVILACQUA, Gustavo José";"Buenos Aires";"m";"A50914.jpg"
194;"BIANCHI SILVESTRE, Marcela Alejandra";"Buenos Aires";"f";"A4163.jpg"
195;"BIANCHI, Ivana María";"San Luis";"f";"A4585.jpg"
196;"BIANCHI, María del Carmen";"Cdad.Aut.Bs.As.";"f";"A50703.jpg"
197;"BIANCO, Lía Fabiola";"Misiones";"f";"A4512.jpg"
198;"BIANCULLI, Leticia";"Buenos Aires";"f";
199;"BIDEGAIN, Gloria Mercedes";"Buenos Aires";"f";"A4621.jpg"
200;"BIELLA CALVET, Bernardo José";"Salta";"m";"A50745.jpg"
201;"BIELSA, Rafael";"Cdad.Aut.Bs.As.";"m";"A4466.jpg"
202;"BIGLIERI, María Emilia";"Santa Fe";"f";
203;"BINNER, Hermes Juan";"Santa Fe";"m";"A50865.jpg"
204;"BISCHOF, Enrique";"Tierra del Fuego";"m";
205;"BISCIOTTI, Victorio Osvaldo";"Buenos Aires";"m";
206;"BISUTTI, Delia Beatriz";"Cdad.Aut.Bs.As.";"f";"A4464.jpg"
207;"BIZZOTTO, Ileana";"Santa Fe";"f";
208;"BLANCO de PERALTA, Blanca";"Santa Cruz";"f";"A4750.jpg"
209;"BLANCO, Jesus Abel";"Buenos Aires";"m";"A4082.jpg"
210;"BLANCO, Oscar Alberto";"Buenos Aires";"m";
211;"BONACINA, Mario Hector";"Santiago del Estero";"m";
212;"BONACORSI, Juan Carlos";"Buenos Aires";"m";"A4323.jpg"
213;"BONASSO, Miguel Luis";"Cdad.Aut.Bs.As.";"m";"A4324.jpg"
214;"BONINO, Miguel Angel";"San Luis";"m";
215;"BONOMI, Silvia Mónica";"Buenos Aires";"f";
216;"BORDA, Osvaldo";"Buenos Aires";"m";
217;"BORDENAVE, Marcela Antonia";"Buenos Aires";"f";
218;"BORDIN CAROSIO, Hugo Antonio";"Mendoza";"m";
219;"BORRELLI, Osvaldo Martín";"Cdad.Aut.Bs.As.";"m";
220;"BORSANI, Luis Gustavo";"Mendoza";"m";"A50953.jpg"
221;"BORTOLOZZI de BOGADO, Adriana Raquel";"Formosa";"f";"A4083.jpg"
222;"BOSCH de SARTORI, Irene Miriam";"Misiones";"f";"A4326.jpg"
223;"BOSSA, Mauricio";"Córdoba";"m";"A4309.jpg"
224;"BOSSIO, Diego Luis";"Buenos Aires";"m";"A50909.jpg"
225;"BOYADJIAN, Graciela Eunice";"Tierra del Fuego";"f";"A50873.jpg"
226;"BRACCHI, Osvaldo Américo";"Buenos Aires";"m";
227;"BRANDA, Carlos Ernesto";"Formosa";"m";
228;"BRANDONI, Adalberto Luis";"Buenos Aires";"m";
229;"BRAVO, Alfredo Pedro";"Cdad.Aut.Bs.As.";"m";
230;"BRAVO, Leopoldo Alfredo";"San Juan";"m";
231;"BRAWER, Mara";"Cdad.Aut.Bs.As.";"f";"A50706.jpg"
232;"BREARD, Noel Eugenio";"Corrientes";"m";"A4167.jpg"
233;"BREGMAN, Myriam";"Buenos Aires";"f";"A50889.jpg"
234;"BRESER, Adalberto Edgardo";"Buenos Aires";"m";
235;"BREZZO, María Eugenia";"Córdoba";"f";"A51011.jpg"
236;"BRILLO, José Ricardo";"Neuquén";"m";"A4516.jpg"
237;"BRIOZZO, Alberto Nicolas";"Buenos Aires";"m";
238;"BRITEZ, María Cristina";"Misiones";"f";"A50955.jpg"
239;"BRITOS, Oraldo Norvel";"San Luis";"m";
240;"BRIZUELA DEL MORAL, Eduardo Segundo";"Catamarca";"m";"A50805.jpg"
241;"BRIZUELA Y DORIA DE CARA, Olga Inés";"La Rioja";"f";"A50733.jpg"
242;"BROMBERG, Isaac Benjamín";"Tucumán";"m";"A50765.jpg"
243;"BROOK, Mario Carlos";"Córdoba";"m";
244;"BROWN, Carlos Ramón";"Buenos Aires";"m";"A50686.jpg"
245;"BRUE, Daniel Agustín";"Santiago del Estero";"m";"A4539.jpg"
246;"BRÜGGE, Juan Fernando";"Córdoba";"m";"A51013.jpg"
247;"BRUNATI, Luis Pedro";"Buenos Aires";"m";
248;"BRUNELLI, Naldo Raul Adalberto";"Buenos Aires";"m";
249;"BRUZZO, Omar Obdulio";"Buenos Aires";"m";
250;"BUCCO, Jorge Luis";"Córdoba";"m";
251;"BUIL, Sergio Omar";"Buenos Aires";"m";"A50908.jpg"
252;"BULACIO, Nancy Evangelina";"Tucumán";"f";"A4594.jpg"
253;"BULACIO, Rafael Alfredo";"Tucumán";"m";
254;"BULLRICH, Esteban";"Cdad.Aut.Bs.As.";"m";"A4471.jpg"
255;"BULLRICH, Patricia";"Cdad.Aut.Bs.As.";"f";"A4665.jpg"
256;"BURGOS, María Gabriela";"Jujuy";"f";"A50836.jpg"
257;"BURYAILE, Ricardo";"Formosa";"m";"A4757.jpg"
258;"BURZACO, Eugenio";"Buenos Aires";"m";"A4459.jpg"
259;"BUSSI, Antonio Domingo";"Tucumán";"m";
260;"BUSSI, Ricardo Argentino";"Tucumán";"m";
261;"BUSTI, Jorge Pedro";"Entre Ríos";"m";
262;"CABALLERO MARTIN, Carlos Aurelio";"Santa Fe";"m";
263;"CABANDIE, Juan";"Cdad.Aut.Bs.As.";"m";"A50809.jpg"
264;"CABIRON, Juan Carlos";"Buenos Aires";"m";
265;"CABRERA, Gerardo";"Santa Fe";"m";
266;"CÁCERES, Eduardo Augusto";"San Juan";"m";"A50857.jpg"
267;"CACERES, Gladys Antonia";"La Rioja";"f";"A4429.jpg"
268;"CACERES, Jorge Marcelo";"Córdoba";"m";
269;"CAFFERATA NORES, José Ignacio";"Córdoba";"m";
270;"CAFIERO, Juan Pablo";"Buenos Aires";"m";
271;"CAFIERO, Mario Alejandro";"Buenos Aires";"m";"A1396.jpg"
272;"CAILLET, Carmen del Rosario";"San Juan";"f";
273;"CAIMMI, Fernando Enrique";"Santa Fe";"m";
274;"CALCAGNO Y MAILLMANN, Eric";"Buenos Aires";"m";"A50678.jpg"
275;"CALCHAQUI, Mariel";"Tierra del Fuego";"f";"A4652.jpg"
276;"CALLABA, Anibal";"Corrientes";"m";
277;"CALLEJAS, Ovidio Amilcar";"Santa Fe";"m";
278;"CALLERI, Agustín Santiago";"Córdoba";"m";"A50987.jpg"
279;"CALVO, Pedro Jorge Camilo";"Cdad.Aut.Bs.As.";"m";
280;"CALZA, Nelio Higinio";"Entre Ríos";"m";"A4704.jpg"
281;"CAMAÑO, Dante Alberto";"Buenos Aires";"m";"A4562.jpg"
282;"CAMAÑO, Eduardo Oscar";"Buenos Aires";"m";"A31.jpg"
283;"CAMAÑO, Graciela";"Buenos Aires";"f";"A3457.jpg"
284;"CAMARA, Mario Miguel";"Buenos Aires";"m";
285;"CAMBARERI, Fortunato Rafael";"Chubut";"m";"A110.jpg"
286;"CAMPERO, Rodolfo Martín";"Tucumán";"m";
287;"CANATA, José Domingo";"Cdad.Aut.Bs.As.";"m";
288;"CANELA, Susana Mercedes";"Salta";"f";"A50853.jpg"
289;"CANEVAROLO, Dante Omar";"Santa Cruz";"m";"A4158.jpg"
290;"CANO, José Manuel";"Tucumán";"m";"A50877.jpg"
291;"CANTERO GUTIERREZ, Alberto";"Córdoba";"m";"A4485.jpg"
292;"CANTERO, Fernando Alfredo";"Cdad.Aut.Bs.As.";"m";
293;"CANTEROS, Gustavo Jesús Adolfo";"Corrientes";"m";"A4414.jpg"
294;"CANTINI, Guillermo Marcelo";"Cdad.Aut.Bs.As.";"m";"A4087.jpg"
295;"CANTOS, José María";"Santiago del Estero";"m";"A4327.jpg"
296;"CAPELLO, Mario Osvaldo";"San Juan";"m";
297;"CAPPELLERI, Pascual";"Buenos Aires";"m";"A4164.jpg"
298;"CAPUTO, Dante Mario";"Cdad.Aut.Bs.As.";"m";
299;"CARBAJAL, Arnoldo Dante";"Formosa";"m";
300;"CARBONETTO, Daniel";"Buenos Aires";"m";"A4089.jpg"
301;"CARCA, Elisa Beatriz";"Buenos Aires";"f";"A4680.jpg"
302;"CARDELLI, Jorge Justo";"Cdad.Aut.Bs.As.";"m";"A4794.jpg"
303;"CARDESA, Enrique Gustavo";"Buenos Aires";"m";
304;"CARDOSO, Marta Elena";"La Pampa";"f";
305;"CARLOTTO, Remo Gerardo";"Buenos Aires";"m";"A4438.jpg"
306;"CARMONA, Guillermo Ramón";"Mendoza";"m";"A50734.jpg"
307;"CARMONA, María Araceli";"Corrientes";"f";"A4493.jpg"
308;"CAROL, Analuz Ailén";"Tierra del Fuego";"f";"A50979.jpg"
309;"CARRANZA, Carlos Alberto";"Santa Fe";"m";"A4810.jpg"
310;"CARRARA, Emilio Eduardo";"Chaco";"m";
311;"CARRERAS, Porfirio Mario";"Santa Fe";"m";
312;"CARRILLO, María Del Carmen";"Tucumán";"f";"A50779.jpg"
313;"CARRIÓ, Elisa María Avelina";"Cdad.Aut.Bs.As.";"f";"A3815.jpg"
314;"CARRIÓ, Elisa María Avelina";"Chaco";"f";"A3815.jpg"
315;"CARRIZO, Ana Carla";"Cdad.Aut.Bs.As.";"f";"A50810.jpg"
316;"CARRIZO, Soledad";"Córdoba";"f";"A50821.jpg"
317;"CARRIZO, Nilda Mabel";"Tucumán";"f";"A50879.jpg"
318;"CASANOVAS, Jorge Osvaldo";"Buenos Aires";"m";"A4090.jpg"
319;"CASAÑAS, Juan Francisco";"Tucumán";"m";"A4747.jpg"
320;"CASARI DE ALARCIA, Leonor";"Córdoba";"f";
321;"CASELLA, Juan Manuel";"Buenos Aires";"m";
322;"CASELLES, Graciela María";"San Juan";"f";"A4633.jpg"
323;"CASERIO, Carlos Alberto";"Córdoba";"m";"A50822.jpg"
324;"CASSESE, Marina";"Buenos Aires";"f";"A4311.jpg"
325;"CASTAGNETO, Carlos Daniel";"Buenos Aires";"m";"A50896.jpg"
326;"CASTALDO, Norah Susana";"Tucumán";"f";"A4721.jpg"
327;"CASTAÑON, Alfredo José";"Cdad.Aut.Bs.As.";"m";
328;"CASTAÑON, Hugo";"Rio Negro";"m";"A4754.jpg"
329;"CASTELLANI, Carlos Alberto";"Santa Fe";"m";
330;"CASTILLO, José Luis";"Buenos Aires";"m";
331;"CASTILLO, Oscar Anibal";"Catamarca";"m";
332;"CASTRO MOLINA, Enrique";"San Juan";"m";
333;"CASTRO, Alicia Amalia";"Buenos Aires";"f";"A3436.jpg"
334;"CASTRO, Carlos José";"Buenos Aires";"m";
335;"CASTRO, Sandra Daniela";"San Juan";"f";"A50858.jpg"
336;"CATALAN MAGNI, Julio César";"Tierra del Fuego";"m";"A50762.jpg"
337;"CAVADINI, Eduardo";"Jujuy";"m";"A4550.jpg"
338;"CAVALLARI, Juan José";"Buenos Aires";"m";
339;"CAVALLERO, Hector José";"Santa Fe";"m";
340;"CAVALLO, Domingo Felipe";"Cdad.Aut.Bs.As.";"m";
341;"CAVIGLIA, Franco Agustin";"Buenos Aires";"m";"A51024.jpg"
342;"CEBALLOS de MARIN, Fani A.";"Salta";"f";
343;"CEBALLOS, Walter Alberto";"San Luis";"m";
344;"CECCO, Carlos Jaime";"Entre Ríos";"m";"A4407.jpg"
345;"CEJAS, Jorge Alberto";"Rio Negro";"m";"A4593.jpg"
346;"CERDAN, Argentina";"Formosa";"f";
347;"CERDERA, Rogelio Rafael";"San Juan";"m";
348;"CEREZO, Octavio Néstor";"Catamarca";"m";"A4062.jpg"
349;"CESAR, Nora Noemí";"Buenos Aires";"f";"A4439.jpg"
350;"CETTOUR, Hugo Ramón";"Entre Ríos";"m";"A4059.jpg"
351;"CHAYA, María Lelia";"Salta";"f";"A3765.jpg"
352;"CHEMES, Jorge Omar";"Entre Ríos";"m";"A4746.jpg"
1409;"SOLANAS, Raúl Patricio";"Entre Ríos";"m";"A4497.jpg"
1410;"SOLMOIRAGO, Raul Jorge";"Misiones";"m";
1411;"SOÑEZ, Federico Roman";"Entre Ríos";"m";
1412;"SORAIRE, Mirta Alicia";"Tucumán";"f";"A50983.jpg"
1413;"SORGENTE, Marcelo";"Cdad.Aut.Bs.As.";"m";"A51014.jpg"
1414;"SORIA ARCH, José María";"Córdoba";"m";
1415;"SORIA, Carlos Ernesto";"Buenos Aires";"m";
1416;"SORIA, Carlos Ernesto";"Rio Negro";"m";
1417;"SORIA, Edmundo del Valle";"Catamarca";"m";
1418;"SORIA, María Emilia";"Rio Negro";"f";"A50852.jpg"
1419;"SOSA CAPURRO, Soledad";"Mendoza";"f";"A50988.jpg"
1420;"SOSA, Carlos Alberto";"Salta";"m";"A4417.jpg"
1421;"SOTO, Gladys Beatriz";"Chaco";"f";"A50698.jpg"
1422;"SPATOLA, Paola Rosana";"Buenos Aires";"f";"A4460.jpg"
1423;"SPERATTI, Alfredo Ramiro";"Santa Fe";"m";
1424;"SPINOZA, Augusto Juan";"Buenos Aires";"m";
1425;"SPINOZZI, Ricardo Adrián";"Santa Fe";"m";"A50870.jpg"
1426;"STELLA, Anibal Jesus";"Buenos Aires";"m";"A4431.jpg"
1427;"STOLBIZER, Margarita Rosa";"Buenos Aires";"f";"A1460.jpg"
1428;"STORANI, Conrado Hugo";"Córdoba";"m";
1429;"STORANI, Federico Teobaldo";"Buenos Aires";"m";"A4394.jpg"
1430;"STORANI, María Luisa";"Buenos Aires";"f";"A4789.jpg"
1431;"STORERO, Hugo";"Santa Fe";"m";"A4027.jpg"
1432;"STORNI, Silvia";"Córdoba";"f";"A4627.jpg"
1433;"STUBRIN, Marcelo Juan Alberto";"Cdad.Aut.Bs.As.";"m";
1434;"STURZENEGGER, Federico Adolfo";"Cdad.Aut.Bs.As.";"m";"A50814.jpg"
1435;"SUAREZ ALVAREZ DE PALOU, Marta";"Misiones";"f";
1436;"SUAREZ, Juan Carlos";"La Pampa";"m";
1437;"SUCARIA, Nevef";"Córdoba";"m";
1438;"SUEIRO, Carlos Adolfo";"Cdad.Aut.Bs.As.";"m";
1439;"SUREDA, Angela Geronima";"Santa Cruz";"f";
1440;"SYLVESTRE BEGNIS, Juan Héctor";"Santa Fe";"m";"A4537.jpg"
1441;"TABOADA, Jorge Omar";"Chubut";"m";"A50929.jpg"
1442;"TACTA de ROMERO, Emma Andrea";"Corrientes";"f";
1443;"TAGLIAFICO, Jose A.";"Buenos Aires";"m";
1444;"TAILHADE, Luis Rodolfo";"Buenos Aires";"m";"A50897.jpg"
1445;"TANONI, Enrique";"Salta";"m";"A4028.jpg"
1446;"TATE, Alicia Ester";"Santa Fe";"f";"A4395.jpg"
1447;"TAZZIOLI, Atilio Pascual";"Córdoba";"m";
1448;"TEJEDOR, Miguel Angel";"Chaco";"m";
1449;"TEJERINA, Julio Alberto";"Santa Fe";"m";
1450;"TENEV, Carlos";"Chaco";"m";
1451;"TENTOR, Héctor Olindo";"Jujuy";"m";"A50837.jpg"
1452;"TEODOSIU, Jorge Nicolas";"Buenos Aires";"m";
1453;"TERADA, Alicia";"Chaco";"f";"A4730.jpg"
1454;"TERRAGNO, Rodolfo Héctor";"Cdad.Aut.Bs.As.";"m";
1455;"THOMAS, Enrique Luis";"Mendoza";"m";"A4508.jpg"
1456;"TINEO, Javier Héctor";"La Rioja";"m";"A50731.jpg"
1457;"TINNIRELLO, Carlos Alberto";"Cdad.Aut.Bs.As.";"m";"A4396.jpg"
1458;"TOGNI de VELY, Adriana Leonor";"Misiones";"f";
1459;"TOLEDO, Hugo David";"Buenos Aires";"m";"A2110.jpg"
1460;"TOLEDO, Susana María";"Santa Cruz";"f";"A50863.jpg"
1461;"TOLOMEO, Leonor Esther";"San Juan";"f";
1462;"TOMA, Miguel Angel";"Cdad.Aut.Bs.As.";"m";
1463;"TOMAS, Héctor Daniel";"San Juan";"m";"A4802.jpg"
1464;"TOMASSI, Néstor Nicolás";"Catamarca";"m";"A50807.jpg"
1465;"TOMAZ, Adriana Elisa";"Buenos Aires";"f";"A4457.jpg"
1466;"TONELLI, Pablo Gabriel";"Buenos Aires";"m";"A50707.jpg"
1467;"TONELLI, Pablo Gabriel";"Cdad.Aut.Bs.As.";"m";"A50707.jpg"
1468;"TOPA, Raúl Roque";"Tucumán";"m";
1469;"TORELLO, Pablo";"Buenos Aires";"m";"A50911.jpg"
1470;"TORFE, Mónica Liliana";"Salta";"f";"A4682.jpg"
1471;"TORINO, Héctor Omar";"San Luis";"m";"A4552.jpg"
1472;"TORRES DEL SEL, Miguel";"Santa Fe";"m";"A50871.jpg"
1473;"TORRES MOLINA, Ramon Horacio";"Buenos Aires";"m";
1474;"TORRES, Francisco";"Tucumán";"m";"A4427.jpg"
1475;"TORROBA, Francisco Javier";"La Pampa";"m";"A50840.jpg"
1476;"TORRONTEGUI, María Angélica";"San Luis";"f";"A4144.jpg"
1477;"TOTO, Francisco Patricio";"Santa Cruz";"m";
1478;"TOVARES, Ramon Alberto";"San Juan";"m";"A50668.jpg"
1479;"TREJO, Luis Alberto";"Tierra del Fuego";"m";
1480;"TRETTEL MEYER, Raúl";"Córdoba";"m";
1481;"TRIACA, Alberto Jorge";"Cdad.Aut.Bs.As.";"m";"A4739.jpg"
1482;"TROIANO, Gabriela Alejandra";"Buenos Aires";"f";"A50802.jpg"
1483;"TROYANO, Silvia Elena";"Salta";"f";
1484;"TULIO, Rosa Ester";"Buenos Aires";"f";"A3014.jpg"
1485;"TUNDIS, Mirta";"Buenos Aires";"f";"A50803.jpg"
1486;"TUNESSI, Juan Pedro";"Buenos Aires";"m";"A4776.jpg"
1487;"UBALDINI, Saul Edolver";"Buenos Aires";"m";"A2107.jpg"
1488;"UÑAC, José Rubén";"San Juan";"m";"A50746.jpg"
1489;"URIONDO, Luis Enrique Ramón";"Santiago del Estero";"m";
1490;"URLICH, Carlos";"Chaco";"m";"A4605.jpg"
1491;"URROZ, Paula";"Buenos Aires";"f";"A50905.jpg"
1492;"URTUBEY, Juan Manuel";"Salta";"m";"A3776.jpg"
1493;"USANDIZAGA, Horacio Daniel";"Santa Fe";"m";
1494;"VACA NARVAJA, Patricia";"Córdoba";"f";"A4487.jpg"
1495;"VAGO, Ricardo Nicolás";"Buenos Aires";"m";
1496;"VALCARCEL, Juan Manuel";"Buenos Aires";"m";
1497;"VALDES, Gustavo Adolfo";"Corrientes";"m";"A50831.jpg"
1498;"VALDOVINOS, Arnaldo Pastor";"Misiones";"m";
1499;"VALINOTTO, Jorge Anselmo";"Córdoba";"m";"A50715.jpg"
1500;"VANOSSI, Jorge";"Cdad.Aut.Bs.As.";"m";"A4397.jpg"
1501;"VAQUIE, Enrique Andrés";"Mendoza";"m";"A50737.jpg"
1502;"VARELA BARRIOS, Juan Carlos";"Buenos Aires";"m";
1503;"VARELA CID, Eduardo";"Cdad.Aut.Bs.As.";"m";
1504;"VARELA, Nestor Angel";"Tucumán";"m";
1505;"VARESE, Luis Segundo";"San Juan";"m";
1506;"VARGAS AIGNASSE, Gerónimo";"Tucumán";"m";"A4398.jpg"
1507;"VARISCO, Sergio Fausto";"Entre Ríos";"m";"A4499.jpg"
1508;"VARIZAT, Daniel Alberto";"Santa Cruz";"m";"A4303.jpg"
1509;"VAZQUEZ de TABERNISE, Silvia Beatriz";"Buenos Aires";"f";"A89.jpg"
1510;"VAZQUEZ, Ricardo Hector";"Buenos Aires";"m";
1511;"VAZQUEZ, Roberto";"Cdad.Aut.Bs.As.";"m";
1512;"VAZQUEZ, Silvia Beatriz";"Buenos Aires";"f";"A89.jpg"
1513;"VEAUTE, Mariana Alejandra";"Catamarca";"f";"A4761.jpg"
1514;"VEGA, Juan Carlos";"Córdoba";"m";"A4672.jpg"
1515;"VEGA, María Clara del Valle";"La Rioja";"f";"A51020.jpg"
1516;"VELARDE, Marta Sylvia";"Santiago del Estero";"f";"A4538.jpg"
1517;"VENESIA, Gualberto Edgardo";"Santa Fe";"m";
1518;"VENICA, Pedro Antonio";"Formosa";"m";"A3271.jpg"
1519;"VENSENTINI, Marcelo Edmundo";"Cdad.Aut.Bs.As.";"m";
1520;"VERA GONZALEZ, Orieta Cecilia";"Catamarca";"f";"A51029.jpg"
1521;"VERA, Pedro Ramón Ademar";"Corrientes";"m";"A4679.jpg"
1522;"VERAMENDI, Juan Carlos";"Buenos Aires";"m";
1523;"VIALE, Lisandro Alfredo";"Entre Ríos";"m";"A4656.jpg"
1524;"VIAÑA, Mariano Roberto";"Tierra del Fuego";"m";
1525;"VICCHI, Raúl Horacio";"Mendoza";"m";
1526;"VIDELA, Nora Esther";"San Luis";"f";"A4765.jpg"
1527;"VIGLIONE, Atilio Oscar";"Chubut";"m";
1528;"VILARIÑO, José Antonio";"Salta";"m";"A4647.jpg"
1529;"VILCHE, Carlos Alberto";"Neuquén";"m";
1530;"VILLA, José Antonio";"San Juan";"m";"A50747.jpg"
1531;"VILLALBA, Alfredo Horacio";"Buenos Aires";"m";
